del,id,tweet,subtask_a,subtask_b,subtask_c,cleaned_tweet,stopped,stemmed_tweet,lemmatized_tweet,tweet_length,topic,sentiment_score,sentiment_category,polarity,subjectivity,polarity_class,subjectivity_class,combined_sentiment
2860,34378,",...Criminal Complicity in ALL OF THIS MESS! --- Last night, Mr. Gregg Jarrett appeared on Hannity""!,...He is Always Incredible, and He made Another Great point when He reminded All Of US that ""Starting an illegitimate Investigation is a Crime""! ---  TRUTH IS COMING OUT MUELLER!""",1,2,1,criminal complicity mess last night gregg jarrett appeared hannity always incredible made another great point reminded starting illegitimate investigation crime truth coming mueller,criminal complicity mess last night gregg jarrett appeared hannity always incredible made another great point reminded starting illegitimate investigation crime truth coming mueller,crimin complic mess last night gregg jarrett appear hanniti alway incred made anoth great point remind start illegitim investig crime truth come mueller,criminal complicity mess last night gregg jarrett appeared hannity always incredible made another great point reminded starting illegitimate investigation crime truth coming mueller,45,0,-0.4091,-1,0.1875,0.423611111,1,Objective,0
2864,59400,#meneither! She is a liar. Clear as day a liar. URL,1,2,1,liar clear day liar ,liar clear day liar,liar clear day liar,liar clear day liar,11,0,-0.6124,-1,0.1,0.383333333,1,Objective,-1
2869,53428,@USER @USER @USER Damn right.  URL URL,0,0,0,damn right  ,damn right,damn right,damn right,7,2,-0.4019,-1,0.285714286,0.535714286,1,Subjective,0
2912,55088,@USER @USER Now u now why they cant have KAVANAUGH confirmed! MANY ARE GETTING ARRESTED  MAGA!,0,0,0,cant kavanaugh confirmed many getting arrested maga,cant kavanaugh confirmed many getting arrested maga,cant kavanaugh confirm mani get arrest maga,cant kavanaugh confirmed many getting arrested maga,16,0,-0.4767,-1,0.45,0.75,1,Subjective,0
2933,65340,@USER @USER @USER @USER @USER Hmmmm what about the MEPs who we elect in the UK who attend the European Parliament to represent the UK?   It’s a framework under which we operate. We’re not the victim until we leave and are then subject to rules we don’t even control.  It’s a #BrexitShambles. Let’s stop it.,1,2,3,hmmm meps elect attend european parliament represent framework operate victim leave subject rules even control let stop,hmmm meps elect attend european parliament represent framework operate victim leave subject rules even control let stop,hmmm mep elect attend european parliament repres framework oper victim leav subject rule even control let stop,hmmm meps elect attend european parliament represent framework operate victim leave subject rule even control let stop,55,0,-0.5423,-1,0.139583333,0.320833333,1,Objective,0
2940,40154,INTERRUPTING HIS HEARING AT EVERY TURN! BUT THATS OK HE IS A MAN AND CAN TAKE IT! AT LEAST HE WILL REMEMBER WHO WHAT WHEN AND WHERE HE WAS! AFTER THIS KAVANAUGH WILL HAVE DEFINITELY EARNED HIS STRIPES TO SCOTUS!  MAGA!,1,2,1,interrupting hearing every turn thats man take least remember kavanaugh definitely earned stripes scotus maga,interrupting hearing every turn thats man take least remember kavanaugh definitely earned stripes scotus maga,interrupt hear everi turn that man take least rememb kavanaugh definit earn stripe scotus maga,interrupting hearing every turn thats man take least remember kavanaugh definitely earned stripe scotus maga,41,2,0.128,1,-0.15,0.45,-1,Objective,0
2947,78506,@USER Such a tragedy. He is missed by many.,0,0,0,tragedy missed many,tragedy missed many,tragedi miss mani,tragedy missed many,9,1,-0.765,-1,0.5,0.5,1,Objective,0
2950,79057,@USER @USER Smut straight from hell,1,1,0,smut straight hell,smut straight hell,smut straight hell,smut straight hell,6,0,-0.5719,-1,0.2,0.4,1,Objective,0
2959,85615,"@USER @USER @USER @USER @USER @USER @USER UNDERSTOOD, Sir! Like on the morn of 11/08/16, Nation HUNKERED DOWN 2 cont. 2 help #MAGA, in UR God given STABLE GENIUS wrds:Till The Bitter End""... God speed Tziyon, Shalom! Con musica, Lucho, Latin Jazz Voc.&amp;Comp.""",0,0,0,understood sir like morn nation hunkered cont help god given stable genius wrds till bitter end god speed tziyon shalom con musica lucho latin jazz voc comp,understood sir like morn nation hunkered cont help god given stable genius wrds till bitter end god speed tziyon shalom con musica lucho latin jazz voc comp,understood sir like morn nation hunker cont help god given stabl genius wrds till bitter end god speed tziyon shalom con musica lucho latin jazz voc comp,understood sir like morn nation hunkered cont help god given stable genius wrds till bitter end god speed tziyon shalom con musica lucho latin jazz voc comp,43,2,0.7783,1,-0.1,0.5,-1,Objective,0
2977,63169,@USER @USER i dont think moral psychology can fix the core problem. and using the David Brooks model to pander to the right wont fool them for long. URL i think the right embracing fascism to survive is a very real possibility,1,0,0,dont think moral psychology fix core problem using david brooks model pander right wont fool long  think right embracing fascism survive real possibility,dont think moral psychology fix core problem using david brooks model pander right wont fool long think right embracing fascism survive real possibility,dont think moral psycholog fix core problem use david brook model pander right wont fool long think right embrac fascism surviv real possibl,dont think moral psychology fix core problem using david brook model pander right wont fool long think right embracing fascism survive real possibility,42,1,-0.0757,-1,0.144285714,0.404285714,1,Objective,-1
2981,21095,@USER Madam will never respond. She is among those who see nothing good about PMB and his administration. It sucks.,1,2,1,madam never respond among see nothing good pmb administration sucks,madam never respond among see nothing good pmb administration sucks,madam never respond among see noth good pmb administr suck,madam never respond among see nothing good pmb administration suck,20,0,-0.6492,-1,0.2,0.45,1,Objective,0
2987,48805,The #Left thanks to #LisaPage is realizing that the #MuellerInvestigation is doomed but that’s not news to us. ANY investigation of an innocent person is doomed from the start. #maga,0,0,0,thanks realizing doomed news investigation innocent person doomed start,thanks realizing doomed news investigation innocent person doomed start,thank realiz doom news investig innoc person doom start,thanks realizing doomed news investigation innocent person doomed start,30,2,-0.6249,-1,0.35,0.45,1,Objective,0
2991,34688,@USER #1standLast I believe @USER just asked Vontae Davis if he is going to play another game this season.   URL via @USER,0,0,0,believe asked vontae davis going play another game season  via,believe asked vontae davis going play another game season via,believ ask vonta davi go play anoth game season via,believe asked vontae davis going play another game season via,22,2,0.34,1,-0.4,0.4,-1,Objective,0
3002,41563,@USER This is so entertaining. Nobody has thought about Montel in years... and you are picking a fight with him. This is incredible. Such a feeble mind you have.,1,2,1,entertaining nobody thought montel years picking fight incredible feeble mind,entertaining nobody thought montel years picking fight incredible feeble mind,entertain nobodi thought montel year pick fight incred feebl mind,entertaining nobody thought montel year picking fight incredible feeble mind,29,0,-0.2944,-1,0.3,0.866666667,1,Subjective,0
3007,92072,@USER @USER @USER @USER What I  saw him do in TC show was nothing short of amazing!  He is willing to take the fight to them &amp; not allow them over power the conversation.  That's why TC said SLOW DOWN!!,0,0,0,saw show nothing short amazing willing take fight allow power conversation said slow,saw show nothing short amazing willing take fight allow power conversation said slow,saw show noth short amaz will take fight allow power convers said slow,saw show nothing short amazing willing take fight allow power conversation said slow,40,1,-0.582,-1,0.1375,0.5875,1,Subjective,0
3009,13310,"@USER @USER @USER @USER @USER @USER @USER @USER @USER Their old slogan was Make a Run For the Border"". Doesn't get more #antifa than that, comrade.""",0,0,0,old slogan make run border get comrade,old slogan make run border get comrade,old slogan make run border get comrad,old slogan make run border get comrade,26,0,0.0,0,0.1,0.2,1,Objective,0
3011,84203,@USER She is ordinary I didn't watch it Cannot stand her BTW m8 What did she do this time,0,0,0,ordinary watch cannot stand btw time,ordinary watch cannot stand btw time,ordinari watch cannot stand btw time,ordinary watch cannot stand btw time,19,1,0.0,0,-0.25,0.5,-1,Objective,-1
3033,74744,@USER Can't take what they dish out? Joe you are a snake that should be hung by the neck on a live cnn feed.,1,2,1,take dish joe snake hung neck live cnn feed,take dish joe snake hung neck live cnn feed,take dish joe snake hung neck live cnn feed,take dish joe snake hung neck live cnn feed,24,1,0.0,0,0.136363636,0.5,1,Objective,0
3053,44210,The “Law and Order” president really hates law enforcement! Lol #MAGA URL,1,2,1,law order president really hates law enforcement lol ,law order president really hates law enforcement lol,law order presid realli hate law enforc lol,law order president really hate law enforcement lol,12,2,-0.2944,-1,0.5,0.45,1,Objective,0
3068,25306,@USER @USER You are 20X the trader I am lol I’m screwed but I have a tight stop. I’ll let it ride!,1,2,1,20x trader lol screwed tight stop let ride,20x trader lol screwed tight stop let ride,20x trader lol screw tight stop let ride,20x trader lol screwed tight stop let ride,22,1,-0.3818,-1,0.310714286,0.492857143,1,Objective,0
3108,68918,@USER Holder has a perverted view of the law. Not surprising since he is a Democrat.,1,2,2,holder perverted view law surprising since democrat,holder perverted view law surprising since democrat,holder pervert view law surpris sinc democrat,holder perverted view law surprising since democrat,16,0,-0.34,-1,0.7,0.5,1,Objective,-1
3125,37490,@USER Aw what? That's devastating.  Hope you are ok.   I love you Biter,0,0,0,devastating hope love biter,devastating hope love biter,devast hope love biter,devastating hope love biter,13,1,0.4215,1,-0.25,0.8,-1,Subjective,0
3147,41059,20 more votes for #Democrats &amp; let's see... How many murders of #Conservatives #justsaying URL,1,2,3,votes let see many murders ,votes let see many murders,vote let see mani murder,vote let see many murder,15,1,-0.6908,-1,0.5,0.5,1,Objective,0
